Nível_da_estrutura_de_tópicos;EDT;Nome;Duração (dias);Início;Término;Predecessoras;Sucessoras;Predecessoras de EDT;Sucessoras de EDT;Crítica
5;2.12.5.5.4;CAIXA DE INSPEÇÃO EM CONCRETO PRÉ-MOLDADO DN 60CM COM TAMPA H= 60CM - FORNECIMENTO E INSTALACAO;1.13 ;02/04/2025 17:27;04/04/2025 09:27;324;325;2.12.5.5.6;2.12.5.5.7;Não
5;2.12.5.5.5;CONEXAO COBRE TIPO VNC-2CLE COM SOLDA EXOTERMICA;1.13 ;02/04/2025 17:27;04/04/2025 09:27;324;325;2.12.5.5.6;2.12.5.5.7;Não
5;2.12.5.5.6;ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MENOR OU IGUAL A 1,30 M. AF_02/2021;1.13 ;01/04/2025 16:27;02/04/2025 17:27;144;"319;320;321;322;323";2.10.2.4.2;"2.12.5.5.1;2.12.5.5.2;2.12.5.5.3;2.12.5.5.4;2.12.5.5.5";Não
5;2.12.5.5.7;REATERRO MANUAL DE VALAS COM COMPACTAÇÃO MECANIZADA. AF_04/2016;1.13 ;04/04/2025 09:27;07/04/2025 10:27;"319;320;321;322;323";467;"2.12.5.5.1;2.12.5.5.2;2.12.5.5.3;2.12.5.5.4;2.12.5.5.5";2.21.2.1;Não
4;2.12.5.6;INFRAESTRUTURA ELÉTRICA;5.63 ;28/05/2025 16:11;05/06/2025 13:11;;;;;Não
5;2.12.5.6.1;POSTE DE CONCRETO DUPLO T H=9M CARGA NOMINAL 300KG INCLUSIVE ESCAVACAO, EXCLUSIVE TRANSPORTE - FORNECIMENTO E INSTALACAO;1.13 ;29/05/2025 17:11;02/06/2025 09:11;330;328;2.12.5.6.4;2.12.5.6.2;Não
5;2.12.5.6.2;ARMACAO SECUNDARIA OU REX COMPLETA PARA QUATRO LINHAS-FORNECIMENTO E INSTALACAO.;1.13 ;02/06/2025 09:11;03/06/2025 10:11;327;329;2.12.5.6.1;2.12.5.6.3;Não
5;2.12.5.6.3;"Cinta para poste circular 200mm - origem: adapt sinapi;73781/002";1.13 ;03/06/2025 10:11;04/06/2025 11:11;328;331;2.12.5.6.2;2.12.5.6.5;Não
5;2.12.5.6.4;ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MENOR OU IGUAL A 1,30 M. AF_02/2021;1.13 ;28/05/2025 16:11;29/05/2025 17:11;198;327;2.12.1.1.2.4.1;2.12.5.6.1;Não
5;2.12.5.6.5;REATERRO MANUAL DE VALAS COM COMPACTAÇÃO MECANIZADA. AF_04/2016;1.13 ;04/06/2025 11:11;05/06/2025 13:11;329;277;2.12.5.6.3;2.12.5.1.3;Não
4;2.12.5.7;SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFÉRICAS (SPDA);11.25 ;25/07/2025 16:38;12/08/2025 09:38;;;;;Não
5;2.12.5.7.1;"BARRA CHATA DE ALUMÍNIO DE 3/4"" X 1/4"" FORNECIMENTO E ASSENTAMENTO";1.13 ;28/07/2025 17:38;30/07/2025 09:38;341;334;2.12.5.7.9;2.12.5.7.2;Não
5;2.12.5.7.2;TERMINAL AEREO EM ACO GALVANIZADO COM BASE DE FIXACAO H = 30CM;1.13 ;30/07/2025 09:38;31/07/2025 10:38;333;335;2.12.5.7.1;2.12.5.7.3;Não
5;2.12.5.7.3;HASTE DE ATERRAMENTO 5/8  PARA SPDA - FORNECIMENTO E INSTALAÇÃO. AF_12/2017;1.13 ;31/07/2025 10:38;01/08/2025 11:38;334;336;2.12.5.7.2;2.12.5.7.4;Não
5;2.12.5.7.4;CAIXA DE INSPEÇÃO PARA ATERRAMENTO, CIRCULAR, EM POLIETILENO, DIÂMETRO INTERNO = 0,3 M. AF_12/2020;1.13 ;01/08/2025 11:38;04/08/2025 13:38;335;337;2.12.5.7.3;2.12.5.7.5;Não
5;2.12.5.7.5;"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023";1.13 ;04/08/2025 13:38;05/08/2025 14:38;336;338;2.12.5.7.4;2.12.5.7.6;Não
5;2.12.5.7.6;CABO DE COBRE NU 50MM2 - FORNECIMENTO E INSTALACAO;1.13 ;05/08/2025 14:38;06/08/2025 15:38;337;339;2.12.5.7.5;2.12.5.7.7;Não
5;2.12.5.7.7;CONEXAO COBRE TIPO VNC-2CLE COM SOLDA EXOTERMICA;1.13 ;06/08/2025 15:38;07/08/2025 16:38;338;340;2.12.5.7.6;2.12.5.7.8;Não
5;2.12.5.7.8;CONECTOR DE PARAFUSO FENDIDO EM LIGA DE COBRE COM SEPARADOR DE CABOS PARA CABO 50 MM2 - FORNECIMENTO E INSTALACAO;1.13 ;07/08/2025 16:38;08/08/2025 17:38;339;342;2.12.5.7.7;2.12.5.7.10;Não
5;2.12.5.7.9;ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MENOR OU IGUAL A 1,30 M. AF_02/2021;1.13 ;25/07/2025 16:38;28/07/2025 17:38;"429;430";333;"2.18.2.3;2.18.2.4";2.12.5.7.1;Não
5;2.12.5.7.10;REATERRO MANUAL DE VALAS COM COMPACTAÇÃO MECANIZADA. AF_04/2016;1.13 ;08/08/2025 17:38;12/08/2025 09:38;340;480;2.12.5.7.8;3;Não
3;2.12.6;INSTALAÇÕES ESPECIAIS;26.7 ;08/07/2025 10:47;13/08/2025 17:22;;;;;Não
4;2.12.6.1;INSTALAÇÕES TELEFÔNICAS/LÓGICAS E CFTV;19.13 ;08/07/2025 10:47;04/08/2025 11:47;;;;;Não
5;2.12.6.1.1;"PONTO PARA CABEAMENTO ESTRUTURADO EMBUTIDO, COM ELETRODUTO PVC RÍGIDO  Ø 3/4"" C/CABO UTP 4 PARES CAT. 6";1.13 ;08/07/2025 10:47;09/07/2025 11:47;"370;375";346;"2.13.2.1;2.13.4";2.12.6.1.2;Não
5;2.12.6.1.2;CRIMPAGEM, CERTIFICACAO E IDENTIFICACAO DOS CABOS UTP;1.13 ;09/07/2025 11:47;10/07/2025 13:47;345;347;2.12.6.1.1;2.12.6.1.3;Não
5;2.12.6.1.3;SWITCH WIRED TP - LINK GIGABIT 24 PORTAS TL - SG1024D.;1.13 ;10/07/2025 13:47;11/07/2025 14:47;346;348;2.12.6.1.2;2.12.6.1.4;Não
5;2.12.6.1.4;PATCH PANEL 48 PORTAS CAT 6 2U;1.13 ;11/07/2025 14:47;14/07/2025 15:47;347;349;2.12.6.1.3;2.12.6.1.5;Não
5;2.12.6.1.5;"FORNECIMENTO E MONTAGEM DE RACK FECHADO TIPO ARMÁRIO 19"" X 36U X 600MM";1.13 ;14/07/2025 15:47;15/07/2025 16:47;348;350;2.12.6.1.4;2.12.6.1.6;Não
5;2.12.6.1.6;"BANDEJA PARA RACK 19"", DESLIZANTE, PERFURADA, 400MM DE PROFUNDIDADE";1.13 ;15/07/2025 16:47;16/07/2025 17:47;349;351;2.12.6.1.5;2.12.6.1.7;Não
5;2.12.6.1.7;ORGANIZADOR DE 1 U;1.13 ;16/07/2025 17:47;18/07/2025 09:47;350;352;2.12.6.1.6;2.12.6.1.8;Não
5;2.12.6.1.8;"GUIA DE CABOS PADRAO 19""""";1.13 ;18/07/2025 09:47;21/07/2025 10:47;351;353;2.12.6.1.7;2.12.6.1.9;Não
5;2.12.6.1.9;VENTILADOR COOLER PAINEL ELETRICO BIVOLT 120x120x25mm;1.13 ;21/07/2025 10:47;22/07/2025 11:47;352;354;2.12.6.1.8;2.12.6.1.10;Não
5;2.12.6.1.10;ELETRODUTO FLEXIVEL PVC TIGREFLEX REFORCADO LARANJA 25mm;1.13 ;22/07/2025 11:47;23/07/2025 13:47;353;355;2.12.6.1.9;2.12.6.1.11;Não
5;2.12.6.1.11;"CAIXA RETANGULAR 4"" X 2"" BAIXA (0,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023";1.13 ;23/07/2025 13:47;24/07/2025 14:47;354;356;2.12.6.1.10;2.12.6.1.12;Não
5;2.12.6.1.12;"CAIXA OCTOGONAL FUNDO FIXO 3""""";1.13 ;24/07/2025 14:47;25/07/2025 15:47;355;357;2.12.6.1.11;2.12.6.1.13;Não
5;2.12.6.1.13;"ELETROCALHA PERFURADA TIPO """"U"""" 150X100 CHAPA 18 SEM TAMPA";1.13 ;25/07/2025 15:47;28/07/2025 16:47;356;358;2.12.6.1.12;2.12.6.1.14;Não
5;2.12.6.1.14;SUPORTE PARA ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 200 OU 400 MM E ALTURA 50 MM, ESPAÇADO A CADA 1,5 M, EM PERFILADO DE SEÇÃO 38X76 MM, POR METRO DE ELETRECOLHA FIXADA. AF_07/2017;1.13 ;28/07/2025 16:47;29/07/2025 17:47;357;359;2.12.6.1.13;2.12.6.1.15;Não
5;2.12.6.1.15;PONTO TOMADA TV/AM/FM-INSTALACAO EMBUTIDA SEM FIACAO;1.13 ;29/07/2025 17:47;31/07/2025 09:47;358;360;2.12.6.1.14;2.12.6.1.16;Não
5;2.12.6.1.16;CAIXA DE PASSAGEM PARA TELEFONE 15X15X10CM (SOBREPOR), FORNECIMENTO E INSTALACAO.;1.13 ;31/07/2025 09:47;01/08/2025 10:47;359;361;2.12.6.1.15;2.12.6.1.17;Não
5;2.12.6.1.17;"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023";1.13 ;01/08/2025 10:47;04/08/2025 11:47;360;480;2.12.6.1.16;3;Não
4;2.12.6.2;INSTALAÇÕES DE COMBATE A INCÊNDIO;2.25 ;11/08/2025 15:22;13/08/2025 17:22;;;;;Não
5;2.12.6.2.1;EXTINTOR DE PQS 4KG - FORNECIMENTO E INSTALACAO;0.11 ;11/08/2025 15:22;12/08/2025 16:22;"395;396;400;401";364;"2.16.1.1;2.16.1.2;2.16.2.1;2.16.2.2";2.12.6.2.2;Não
5;2.12.6.2.2;EXTINTOR DE CO2 6KG - FORNECIMENTO E INSTALACAO;0.11 ;12/08/2025 16:22;13/08/2025 17:22;363;480;2.12.6.2.1;3;Não
3;2.12.7;Conclusão das instalações;0;05/11/2025 17:11;05/11/2025 17:11;272;70;2.12.4.4.5;2.6.1;Não
2;2.13;ALVENARIAS E PAINÉIS DE FECHAMENTO;12.48 ;19/06/2025 15:55;08/07/2025 10:47;;;;;Sim
3;2.13.1;ALVENARIA DE TIJOLO CERÂMICO;10.82 ;19/06/2025 15:55;04/07/2025 14:29;;;;;Sim
4;2.13.1.1;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CERÂMICA DE 9X19X19CM (ESPESSURA 9CM), PARA EDIFICAÇÃO HABITACIONAL UNIFAMILIAR (CASA) E EDIFICAÇÃO PÚBLICA PADRÃO. AF_11/2014;10.28 ;19/06/2025 15:55;04/07/2025 14:29;"181TI+14 diasd;182TI+14 diasd;176TI+14 diasd;177TI+14 diasd;183TI+14 diasd";"372TI-50%;373TI-50%;370";"2.11.1.3.3[TI+14 diasd];2.11.1.3.4[TI+14 diasd];2.11.1.2.3[TI+14 diasd];2.11.1.2.4[TI+14 diasd];2.11.2[TI+14 diasd]";"2.13.3.1[TI-50%];2.13.3.2[TI-50%];2.13.2.1";Sim
3;2.13.2;ENCUNHAMENTO;1.66 ;04/07/2025 14:29;08/07/2025 10:47;;;;;Sim
4;2.13.2.1;FIXAÇÃO (ENCUNHAMENTO) DE ALVENARIA DE VEDAÇÃO COM ESPUMA DE POLIURETANO EXPANSIVA. AF_03/2016;1.66 ;04/07/2025 14:29;08/07/2025 10:47;"368;372;373;374";"408;477;275;276;345;378;437;379;208;415;313;251;375";"2.13.1.1;2.13.3.1;2.13.3.2;2.13.3.3";"2.16.5.1;2.23.1;2.12.5.1.1;2.12.5.1.2;2.12.6.1.1;2.14.1.1;2.19.1.1;2.14.1.2;2.12.1.2.1.1;2.17.1.1;2.12.5.4.4;2.12.3.5.1.1;2.13.4";Sim
3;2.13.3;VEGAS E CONTRAVERGAS;2.23 ;27/06/2025 13:22;01/07/2025 15:13;;;;;Não
4;2.13.3.1;VERGA PRÉ-MOLDADA PARA JANELAS COM ATÉ 1,5 M DE VÃO. AF_03/2016;1.11 ;27/06/2025 13:22;30/06/2025 14:13;368TI-50%;"370;374";2.13.1.1[TI-50%];"2.13.2.1;2.13.3.3";Não
4;2.13.3.2;VERGA PRÉ-MOLDADA PARA PORTAS COM ATÉ 1,5 M DE VÃO. AF_03/2016;0.82 ;27/06/2025 13:22;30/06/2025 11:09;368TI-50%;"370;374";2.13.1.1[TI-50%];"2.13.2.1;2.13.3.3";Não
4;2.13.3.3;CONTRAVERGA PRÉ-MOLDADA PARA VÃOS DE ATÉ 1,5 M DE COMPRIMENTO. AF_03/2016;1.07 ;30/06/2025 14:13;01/07/2025 15:13;"372;373";370;"2.13.3.1;2.13.3.2";2.13.2.1;Não
3;2.13.4;Conclusão das Alvenarias;0;08/07/2025 10:47;08/07/2025 10:47;370;"408;477;275;276;345;378;437;379;208;415;313;251";2.13.2.1;"2.16.5.1;2.23.1;2.12.5.1.1;2.12.5.1.2;2.12.6.1.1;2.14.1.1;2.19.1.1;2.14.1.2;2.12.1.2.1.1;2.17.1.1;2.12.5.4.4;2.12.3.5.1.1";Sim
2;2.14;COBERTURA;44.24 ;08/07/2025 10:47;08/09/2025 13:43;;;;;Não
3;2.14.1;ESTRUTURA DE MADEIRA;26.59 ;08/07/2025 10:47;13/08/2025 16:28;;;;;Não
4;2.14.1.1;FABRICAÇÃO E INSTALAÇÃO DE ESTRUTURA PONTALETADA DE MADEIRA NÃO APARELHADA PARA TELHADOS COM MAIS QUE 2 ÁGUAS E PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_12/2015;12.07 ;08/07/2025 10:47;13/08/2025 16:28;"370;196;375";381;"2.13.2.1;2.12.1.1.2.3.1;2.13.4";2.14.2.1;Não
4;2.14.1.2;TRAMA DE MADEIRA COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE MAIS QUE 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019;11.13 ;08/07/2025 10:47;23/07/2025 11:50;"370;196;375";381;"2.13.2.1;2.12.1.1.2.3.1;2.13.4";2.14.2.1;Não
3;2.14.2;TRATAMENTOS;10.8 ;13/08/2025 16:28;28/08/2025 14:50;;;;;Não
4;2.14.2.1;PINTURA IMUNIZANTE PARA MADEIRA, DUAS DEMAOS;10.23 ;13/08/2025 16:28;28/08/2025 14:50;"379;378";383;"2.14.1.2;2.14.1.1";2.14.3.1;Não
3;2.14.3;TELHAMENTO;6.86 ;28/08/2025 14:50;08/09/2025 13:43;;;;;Não
4;2.14.3.1;TELHAMENTO COM TELHA METÁLICA TERMOACÚSTICA E = 30 MM, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019;3.17 ;28/08/2025 14:50;03/09/2025 14:50;381;384;2.14.2.1;2.14.3.2;Não
4;2.14.3.2;CUMEEIRA EM PERFIL ONDULADO DE ALUMÍNIO;1.72 ;03/09/2025 14:50;05/09/2025 11:33;383;385;2.14.3.1;2.14.3.3;Não
4;2.14.3.3;RINCAO PARA ESCOAMENTO DE AGUAS PLUVIAIS EM COBERTURA;1.15 ;05/09/2025 11:33;08/09/2025 13:43;384;"480;386";2.14.3.2;"3;2.14.4";Não
3;2.14.4;Conclusão da Cobertura;0;08/09/2025 13:43;08/09/2025 13:43;385;480;2.14.3.3;3;Não
2;2.15;IMPERMEABILIZAÇÕES E PROTEÇÕES MECÂNICAS;146.46 ;06/01/2025 07:00;29/07/2025 13:40;;;;;Não
3;2.15.1;ARGAMASSA POLIMÉRICA (BANHEIROS E COZINHAS);1.63 ;25/07/2025 16:38;29/07/2025 13:40;;;;;Não
4;2.15.1.1;IMPERMEABILIZACAO DE SUPERFICIE COM REVESTIMENTO BICOMPONENTE SEMI FLEXIVEL.;1.63 ;25/07/2025 16:38;29/07/2025 13:40;"429;430";"439;417;431";"2.18.2.3;2.18.2.4";"2.19.2.1;2.17.2.1;2.18.2.5";Não
3;2.15.2;LONA - TERRENO;2.35 ;17/04/2025 09:27;21/04/2025 13:13;;;;;Sim
4;2.15.2.1;FORNECIMENTO/INSTALACAO LONA PLASTICA PRETA, PARA IMPERMEABILIZACAO, ESPESSURA 150 MICRAS.;1.92 ;17/04/2025 09:27;21/04/2025 13:13;"245;128;227;202;132";157;"2.12.3.3.3;2.9.6.1;2.12.2.3.3;2.12.1.1.3.3;2.9.8";2.10.4.1.1;Sim
3;2.15.3;Conclusão da Impermeabilização;0;06/01/2025 07:00;06/01/2025 07:00;;;;;Não
2;2.16;ESQUADRIAS / FERRAGENS / VIDROS;83.12 ;08/07/2025 10:47;31/10/2025 11:45;;;;;Não
3;2.16.1;ESQUADRIAS DE ALUMÍNIO;13.9 ;10/07/2025 14:38;30/07/2025 13:48;;;;;Não
4;2.16.1.1;JANELA DE ALUMÍNIO TIPO MAXIM-AR, COM VIDROS, BATENTE E FERRAGENS. EXCLUSIVE ALIZAR, ACABAMENTO E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019;1.54 ;10/07/2025 14:38;16/07/2025 14:56;415;"396;363;397";2.17.1.1;"2.16.1.2;2.12.6.2.1;2.16.1.3";Não
4;2.16.1.2;JANELA DE ALUMÍNIO DE CORRER COM 2 FOLHAS PARA VIDROS, COM VIDROS, BATENTE, ACABAMENTO COM ACETATO OU BRILHANTE E FERRAGENS. EXCLUSIVE ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019;2.22 ;16/07/2025 14:56;23/07/2025 10:41;395;"397;363";2.16.1.1;"2.16.1.3;2.12.6.2.1";Não
4;2.16.1.3;PELICULA ADESIVA APLICADA EM VIDROS-TIPO INSULFILM;0.73 ;23/07/2025 10:41;24/07/2025 11:41;"396;395";398;"2.16.1.2;2.16.1.1";2.16.1.4;Não
4;2.16.1.4;TELA DE NYLON TIPO MOSQUITEIRO COM MOLDURA EM ALUMÍNIO ANODIZADO NATURAL;4.14 ;24/07/2025 11:41;30/07/2025 13:48;397;480;2.16.1.3;3;Não
3;2.16.2;ESQUADRIAS DE MADEIRA;5.56 ;05/08/2025 10:55;12/08/2025 16:22;;;;;Não
4;2.16.2.1;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 70X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019;1.27 ;05/08/2025 10:55;06/08/2025 15:44;431;363;2.18.2.5;2.12.6.2.1;Não
4;2.16.2.2;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019;4.43 ;05/08/2025 10:55;11/08/2025 15:22;431;"402;363";2.18.2.5;"2.16.2.3;2.12.6.2.1";Não
4;2.16.2.3;PORTA LISA ESPECIAL/ SÓLIDA PARA PORTADORES DE DEFICIÊNCIA FÍSICA - 82X210CM;1.13 ;11/08/2025 15:22;12/08/2025 16:22;401;480;2.16.2.2;3;Não
3;2.16.3;RODAMEIO;2.32 ;29/10/2025 09:11;31/10/2025 11:45;;;;;Não
4;2.16.3.1;RODAMEIO PARA BATE-MACAS MDF 1502 MOLDUFAMA 15mmx15cm;2.32 ;29/10/2025 09:11;31/10/2025 11:45;453;"480;412";2.20.2.4;"3;2.16.7";Não
3;2.16.4;PLACAS E QUADROS;1.75 ;29/10/2025 09:11;30/10/2025 16:11;;;;;Não
4;2.16.4.1;PLACA ESMALTADA PARA IDENTIFICAÇÃO DE AMBIENTES;1.75 ;29/10/2025 09:11;30/10/2025 16:11;453;480;2.20.2.4;3;Não
3;2.16.5;ESQUADRIAS EM FERRO;1.81 ;08/07/2025 10:47;10/07/2025 09:17;;;;;Não
4;2.16.5.1;ALCAPAO EM FERRO 70X70CM, INCLUSO FERRAGENS;0.11 ;08/07/2025 10:47;08/07/2025 11:41;"370;375";409;"2.13.2.1;2.13.4";2.16.5.2;Não
4;2.16.5.2;"ESCADA TIPO MARINHEIRO EM TUBO ACO GALVANIZADO 1 1/2"" 5 DEGRAUS";1.7 ;08/07/2025 11:41;10/07/2025 09:17;408;480;2.16.5.1;3;Não
3;2.16.6;ESPELHOS;1.35 ;29/10/2025 09:11;30/10/2025 11:59;;;;;Não
4;2.16.6.1;ESPELHO CRISTAL ESPESSURA 4MM, COM MOLDURA EM ALUMINIO E COMPENSADO 6MM PLASTIFICADO COLADO;1.35 ;29/10/2025 09:11;30/10/2025 11:59;453;480;2.20.2.4;3;Não
3;2.16.7;Conclusão das esquadrias, ferragens e vidros;0;31/10/2025 11:45;31/10/2025 11:45;404;480;2.16.3.1;3;Não
2;2.17;MÁRMORES E GRANITOS;28.41 ;08/07/2025 10:47;15/08/2025 15:04;;;;;Não
3;2.17.1;PEITORIS;2.36 ;08/07/2025 10:47;10/07/2025 14:38;;;;;Não
4;2.17.1.1;PEITORIL LINEAR EM GRANITO OU MÁRMORE, L = 15CM, COMPRIMENTO DE ATÉ 2M, ASSENTADO COM ARGAMASSA 1:6 COM ADITIVO. AF_11/2020;2.36 ;08/07/2025 10:47;10/07/2025 14:38;"370;375";395;"2.13.2.1;2.13.4";2.16.1.1;Não
3;2.17.2;SOLEIRAS;2.54 ;29/07/2025 13:40;31/07/2025 17:57;;;;;Não
4;2.17.2.1;SOLEIRA EM GRANITO, LARGURA 15 CM, ESPESSURA 2,0 CM. AF_09/2020;2.54 ;29/07/2025 13:40;31/07/2025 17:57;389;480;2.15.1.1;3;Não
3;2.17.3;BANCADAS;4.32 ;05/08/2025 10:55;11/08/2025 14:30;;;;;Não
4;2.17.3.1;BANCADA DE GRANITO CINZA POLIDO, DE 0,50 X 0,60 M, PARA LAVATÓRIO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;4.32 ;05/08/2025 10:55;11/08/2025 14:30;431;"480;421";2.18.2.5;"3;2.17.4.1";Não
3;2.17.4;DIVISÓRIAS;2.95 ;11/08/2025 14:30;14/08/2025 14:04;;;;;Não
4;2.17.4.1;DIVISORIA SANITÁRIA, TIPO CABINE, EM GRANITO CINZA POLIDO, ESP = 3CM, ASSENTADO COM ARGAMASSA COLANTE AC III-E, EXCLUSIVE FERRAGENS. AF_01/2021;2.27 ;11/08/2025 14:30;14/08/2025 14:04;419;"480;422";2.17.3.1;"3;2.17.5";Não
3;2.17.5;Conclusão dos mármores e granitos;1.13 ;14/08/2025 14:04;15/08/2025 15:04;421;480;2.17.4.1;3;Não
2;2.18;REVESTIMENTOS E TRATAMENTOS SUPERFICIAIS;27.17 ;14/07/2025 14:41;20/08/2025 16:04;;;;;Não
3;2.18.1;REVESTIMENTOS DE FORRO;7.8 ;08/08/2025 17:38;20/08/2025 16:04;;;;;Sim
4;2.18.1.1;FORRO EM DRYWALL, PARA AMBIENTES COMERCIAIS, INCLUSIVE ESTRUTURA DE FIXAÇÃO. AF_05/2017_PS;7.18 ;08/08/2025 17:38;20/08/2025 16:04;308;"480;447;434";2.12.5.3.9;"3;2.20.1.2;2.18.3";Sim
3;2.18.2;REVESTIMENTO DE PAREDE;15.66 ;14/07/2025 14:41;05/08/2025 10:55;;;;;Não
4;2.18.2.1;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. AF_10/2022;4.41 ;14/07/2025 14:41;18/07/2025 18:00;"210;437";"429;430;432;433";"2.12.1.2.1.3;2.19.1.1";"2.18.2.3;2.18.2.4;2.18.2.6;2.18.2.7";Não
4;2.18.2.2;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. AF_10/2022;3.39 ;14/07/2025 14:41;17/07/2025 17:50;"210;437";"429;430;432;433";"2.12.1.2.1.3;2.19.1.1";"2.18.2.3;2.18.2.4;2.18.2.6;2.18.2.7";Não
4;2.18.2.3;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 25 MM. AF_08/2022;4.35 ;21/07/2025 11:50;25/07/2025 15:37;"427;428;477;214;252";"446;341;300;389";"2.18.2.1;2.18.2.2;2.23.1;2.12.1.2.2.3;2.12.3.5.1.2";"2.20.1.1;2.12.5.7.9;2.12.5.3.1;2.15.1.1";Não
4;2.18.2.4;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE EMBOÇO/MASSA ÚNICA, APLICADO MANUALMENTE, TRAÇO 1:2:8, EM BETONEIRA DE 400L, PAREDES INTERNAS, COM EXECUÇÃO DE TALISCAS, EDIFICAÇÃO HABITACIONAL UNIFAMILIAR (CASAS) E EDIFICAÇÃO PÚBLICA PADRÃO. AF_12/2014;4.47 ;21/07/2025 11:50;25/07/2025 16:38;"427;428;477;214;252";"446;341;300;389";"2.18.2.1;2.18.2.2;2.23.1;2.12.1.2.2.3;2.12.3.5.1.2";"2.20.1.1;2.12.5.7.9;2.12.5.3.1;2.15.1.1";Sim
4;2.18.2.5;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE REVESTIMENTO CERÂMICO PARA PAREDES INTERNAS, MEIA OU PAREDE INTEIRA, PLACAS TIPO ESMALTADA EXTRA DE 20X20 CM, PARA EDIFICAÇÕES HABITACIONAIS UNIFAMILIAR (CASAS) E EDIFICAÇÕES PÚBLICAS PADRÃO. AF_11/2014;4.78 ;29/07/2025 13:40;05/08/2025 10:55;389;"400;401;419;257";2.15.1.1;"2.16.2.1;2.16.2.2;2.17.3.1;2.12.4.2.1";Não
4;2.18.2.6;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 1,0CM. AF_06/2014;5.93 ;18/07/2025 18:00;28/07/2025 17:27;"427;428";480;"2.18.2.1;2.18.2.2";3;Não
4;2.18.2.7;Revestimento com argamassa baritada - densidade = 3,2 g/cm³ - esp=2,0cm;2.93 ;18/07/2025 18:00;23/07/2025 17:26;"427;428";480;"2.18.2.1;2.18.2.2";3;Não
3;2.18.3;Conclusão dos revestimentos argamassados de parede e forros;0;20/08/2025 16:04;20/08/2025 16:04;425;480;2.18.1.1;3;Não
2;2.19;PISO / SOLEIRAS / RODAPÉS;96.6 ;08/07/2025 10:47;19/11/2025 16:34;;;;;Sim
3;2.19.1;CONTRAPISO;4.36 ;08/07/2025 10:47;14/07/2025 14:41;;;;;Não
